,vectors,case_id,advocates,win_side,votes_side,convo_id,term,docket_id,mq_score
0,[],1955_71,"{'harry_f_murphy': {'side': 1, 'role': 'inferred'}, 'john_v_lindsay': {'side': 0, 'role': 'inferred'}}",0,"{'j__john_m_harlan2': 0, 'j__hugo_l_black': 0, 'j__william_o_douglas': 0, 'j__earl_warren': 0, 'j__tom_c_clark': 0, 'j__felix_frankfurter': 0, 'j__harold_burton': 0, 'j__stanley_reed': 0, 'j__sherman_minton': 0}",13127,1955,71,0.559
1,[],1955_410,"{'howard_c_westwood': {'side': 1, 'role': 'inferred'}, 'walter_j_derenberg': {'side': 0, 'role': 'inferred'}}",1,"{'j__john_m_harlan2': 1, 'j__hugo_l_black': 1, 'j__william_o_douglas': 0, 'j__earl_warren': 1, 'j__tom_c_clark': 1, 'j__felix_frankfurter': 1, 'j__harold_burton': 1, 'j__stanley_reed': 0, 'j__sherman_minton': 1}",12997,1955,410,0.559
2,[],1955_410,"{'howard_c_westwood': {'side': 1, 'role': 'inferred'}, 'walter_j_derenberg': {'side': 0, 'role': 'inferred'}}",1,"{'j__john_m_harlan2': 1, 'j__hugo_l_black': 1, 'j__william_o_douglas': 0, 'j__earl_warren': 1, 'j__tom_c_clark': 1, 'j__felix_frankfurter': 1, 'j__harold_burton': 1, 'j__stanley_reed': 0, 'j__sherman_minton': 1}",13024,1955,410,0.559
3,[],1955_351,"{'harry_d_graham': {'side': 3, 'role': 'inferred'}, 'israel_convisser': {'side': 3, 'role': 'inferred'}}",1,"{'j__john_m_harlan2': 1, 'j__hugo_l_black': 1, 'j__william_o_douglas': 1, 'j__earl_warren': 1, 'j__tom_c_clark': 1, 'j__felix_frankfurter': 1, 'j__harold_burton': 1, 'j__stanley_reed': 1, 'j__sherman_minton': 1}",13015,1955,351,0.559
4,[],1955_38,"{'robert_n_gorman': {'side': 3, 'role': 'inferred'}, 'walter_k_sibbald': {'side': 3, 'role': 'inferred'}}",0,"{'j__john_m_harlan2': 0, 'j__hugo_l_black': 0, 'j__william_o_douglas': 0, 'j__earl_warren': 0, 'j__tom_c_clark': 0, 'j__felix_frankfurter': 0, 'j__harold_burton': 0, 'j__stanley_reed': 0, 'j__sherman_minton': 0}",13016,1955,38,0.559
5,[],1955_38,"{'robert_n_gorman': {'side': 3, 'role': 'inferred'}, 'walter_k_sibbald': {'side': 3, 'role': 'inferred'}}",0,"{'j__john_m_harlan2': 0, 'j__hugo_l_black': 0, 'j__william_o_douglas': 0, 'j__earl_warren': 0, 'j__tom_c_clark': 0, 'j__felix_frankfurter': 0, 'j__harold_burton': 0, 'j__stanley_reed': 0, 'j__sherman_minton': 0}",13043,1955,38,0.559
6,[],1955_49,"{'manfred_w_ehrich_jr': {'side': 3, 'role': 'inferred'}, 'joseph_a_mcnamara': {'side': 3, 'role': 'inferred'}, 'guy_m_page_jr': {'side': 3, 'role': 'inferred'}, 'eugene_v_clark': {'side': 3, 'role': 'inferred'}}",1,"{'j__john_m_harlan2': 0, 'j__hugo_l_black': 1, 'j__william_o_douglas': 1, 'j__earl_warren': 1, 'j__tom_c_clark': 1, 'j__felix_frankfurter': 0, 'j__harold_burton': 0, 'j__stanley_reed': 1, 'j__sherman_minton': 1}",13106,1955,49,0.559
7,[],1955_49,"{'manfred_w_ehrich_jr': {'side': 3, 'role': 'inferred'}, 'joseph_a_mcnamara': {'side': 3, 'role': 'inferred'}, 'guy_m_page_jr': {'side': 3, 'role': 'inferred'}, 'eugene_v_clark': {'side': 3, 'role': 'inferred'}}",1,"{'j__john_m_harlan2': 0, 'j__hugo_l_black': 1, 'j__william_o_douglas': 1, 'j__earl_warren': 1, 'j__tom_c_clark': 1, 'j__felix_frankfurter': 0, 'j__harold_burton': 0, 'j__stanley_reed': 1, 'j__sherman_minton': 1}",13141,1955,49,0.559
8,[],1955_60,"{'stanley_m_rosenblum': {'side': 3, 'role': 'inferred'}, 'philip_elman': {'side': 3, 'role': 'inferred'}}",0,"{'j__john_m_harlan2': 0, 'j__hugo_l_black': 1, 'j__william_o_douglas': 1, 'j__earl_warren': 0, 'j__tom_c_clark': 0, 'j__felix_frankfurter': 0, 'j__harold_burton': 0, 'j__stanley_reed': 0, 'j__sherman_minton': 0}",13143,1955,60,0.559
9,[],1955_92,"{'joseph_forer': {'side': 1, 'role': 'inferred'}, 'gardiner_johnson': {'side': 3, 'role': 'inferred'}, 'thomas_e_stanton_jr': {'side': 3, 'role': 'inferred'}}",0,"{'j__john_m_harlan2': 0, 'j__hugo_l_black': 1, 'j__william_o_douglas': 1, 'j__earl_warren': 1, 'j__tom_c_clark': 0, 'j__felix_frankfurter': 0, 'j__harold_burton': 0, 'j__stanley_reed': 0, 'j__sherman_minton': 0}",12996,1955,92,0.559
10,[],1955_92,"{'joseph_forer': {'side': 1, 'role': 'inferred'}, 'gardiner_johnson': {'side': 3, 'role': 'inferred'}, 'thomas_e_stanton_jr': {'side': 3, 'role': 'inferred'}}",0,"{'j__john_m_harlan2': 0, 'j__hugo_l_black': 1, 'j__william_o_douglas': 1, 'j__earl_warren': 1, 'j__tom_c_clark': 0, 'j__felix_frankfurter': 0, 'j__harold_burton': 0, 'j__stanley_reed': 0, 'j__sherman_minton': 0}",13111,1955,92,0.559
11,[],1955_110,"{'charles_e_ford': {'side': 3, 'role': 'inferred'}, 'gray_thoron': {'side': 3, 'role': 'inferred'}}",1,"{'j__hugo_l_black': 1, 'j__william_o_douglas': 1, 'j__earl_warren': 1, 'j__tom_c_clark': 1, 'j__felix_frankfurter': 1, 'j__harold_burton': 1, 'j__stanley_reed': 1, 'j__sherman_minton': 1}",13066,1955,110,0.559
12,[],1955_110,"{'charles_e_ford': {'side': 3, 'role': 'inferred'}, 'gray_thoron': {'side': 3, 'role': 'inferred'}}",1,"{'j__hugo_l_black': 1, 'j__william_o_douglas': 1, 'j__earl_warren': 1, 'j__tom_c_clark': 1, 'j__felix_frankfurter': 1, 'j__harold_burton': 1, 'j__stanley_reed': 1, 'j__sherman_minton': 1}",13142,1955,110,0.559
13,[],1955_76,"{'william_h_webb': {'side': 1, 'role': 'inferred'}, 'jo_baily_brown': {'side': 0, 'role': 'inferred'}}",0,"{'j__john_m_harlan2': 1, 'j__hugo_l_black': 0, 'j__william_o_douglas': 0, 'j__earl_warren': 0, 'j__tom_c_clark': 0, 'j__felix_frankfurter': 1, 'j__harold_burton': 0, 'j__stanley_reed': 0, 'j__sherman_minton': 0}",13046,1955,76,0.559
14,[],1955_76,"{'william_h_webb': {'side': 1, 'role': 'inferred'}, 'jo_baily_brown': {'side': 0, 'role': 'inferred'}}",0,"{'j__john_m_harlan2': 1, 'j__hugo_l_black': 0, 'j__william_o_douglas': 0, 'j__earl_warren': 0, 'j__tom_c_clark': 0, 'j__felix_frankfurter': 1, 'j__harold_burton': 0, 'j__stanley_reed': 0, 'j__sherman_minton': 0}",13103,1955,76,0.559
15,[],1955_442,"{'david_i_shapiro': {'side': 3, 'role': 'inferred'}, 'donald_b_macguineas': {'side': 3, 'role': 'inferred'}}",1,"{'j__john_m_harlan2': 1, 'j__hugo_l_black': 1, 'j__william_o_douglas': 1, 'j__earl_warren': 1, 'j__tom_c_clark': 0, 'j__felix_frankfurter': 1, 'j__harold_burton': 1, 'j__stanley_reed': 0, 'j__sherman_minton': 0}",13014,1955,442,0.559
16,[],1955_442,"{'david_i_shapiro': {'side': 3, 'role': 'inferred'}, 'donald_b_macguineas': {'side': 3, 'role': 'inferred'}}",1,"{'j__john_m_harlan2': 1, 'j__hugo_l_black': 1, 'j__william_o_douglas': 1, 'j__earl_warren': 1, 'j__tom_c_clark': 0, 'j__felix_frankfurter': 1, 'j__harold_burton': 1, 'j__stanley_reed': 0, 'j__sherman_minton': 0}",13017,1955,442,0.559
17,[],1955_523,"{'john_p_frank': {'side': 1, 'role': 'inferred'}, 'john_f_franks': {'side': 0, 'role': 'inferred'}}",1,"{'j__john_m_harlan2': 1, 'j__hugo_l_black': 1, 'j__william_o_douglas': 1, 'j__earl_warren': 1, 'j__tom_c_clark': 1, 'j__felix_frankfurter': 1, 'j__harold_burton': 1, 'j__stanley_reed': 1, 'j__sherman_minton': 1}",13101,1955,523,0.559
18,[],1955_373,"{'philip_elman': {'side': 1, 'role': 'inferred'}, 'richard_f_barrett': {'side': 0, 'role': 'inferred'}}",1,"{'j__john_m_harlan2': 0, 'j__hugo_l_black': 1, 'j__william_o_douglas': 1, 'j__earl_warren': 1, 'j__tom_c_clark': 1, 'j__felix_frankfurter': 1, 'j__harold_burton': 0, 'j__stanley_reed': 1, 'j__sherman_minton': 1}",13029,1955,373,0.559
19,[],1955_286,"{'hilbert_p_zarky': {'side': 1, 'role': 'for the petitioner'}, 'melvin_d_wilson': {'side': 3, 'role': 'inferred'}, 'harry_r_horrow': {'side': 0, 'role': 'inferred'}}",1,"{'j__hugo_l_black': 1, 'j__william_o_douglas': 0, 'j__earl_warren': 1, 'j__tom_c_clark': 1, 'j__felix_frankfurter': 1, 'j__harold_burton': 1, 'j__stanley_reed': 1, 'j__sherman_minton': 1}",13068,1955,286,0.559
20,[],1955_286,"{'hilbert_p_zarky': {'side': 1, 'role': 'for the petitioner'}, 'melvin_d_wilson': {'side': 3, 'role': 'inferred'}, 'harry_r_horrow': {'side': 0, 'role': 'inferred'}}",1,"{'j__hugo_l_black': 1, 'j__william_o_douglas': 0, 'j__earl_warren': 1, 'j__tom_c_clark': 1, 'j__felix_frankfurter': 1, 'j__harold_burton': 1, 'j__stanley_reed': 1, 'j__sherman_minton': 1}",13091,1955,286,0.559
21,[],1955_286,"{'hilbert_p_zarky': {'side': 1, 'role': 'for the petitioner'}, 'melvin_d_wilson': {'side': 3, 'role': 'inferred'}, 'harry_r_horrow': {'side': 0, 'role': 'inferred'}}",1,"{'j__hugo_l_black': 1, 'j__william_o_douglas': 0, 'j__earl_warren': 1, 'j__tom_c_clark': 1, 'j__felix_frankfurter': 1, 'j__harold_burton': 1, 'j__stanley_reed': 1, 'j__sherman_minton': 1}",15298,1955,286,0.559
22,[],1955_48,"{'john_j_abt': {'side': 3, 'role': 'inferred'}, 'joseph_forer': {'side': 1, 'role': 'inferred'}, 'simon_e_sobeloff': {'side': 0, 'role': 'inferred'}}",1,"{'j__john_m_harlan2': 1, 'j__hugo_l_black': 1, 'j__william_o_douglas': 1, 'j__earl_warren': 1, 'j__tom_c_clark': 0, 'j__felix_frankfurter': 1, 'j__harold_burton': 1, 'j__stanley_reed': 0, 'j__sherman_minton': 0}",12990,1955,48,0.559
23,[],1955_48,"{'john_j_abt': {'side': 3, 'role': 'inferred'}, 'joseph_forer': {'side': 1, 'role': 'inferred'}, 'simon_e_sobeloff': {'side': 0, 'role': 'inferred'}}",1,"{'j__john_m_harlan2': 1, 'j__hugo_l_black': 1, 'j__william_o_douglas': 1, 'j__earl_warren': 1, 'j__tom_c_clark': 0, 'j__felix_frankfurter': 1, 'j__harold_burton': 1, 'j__stanley_reed': 0, 'j__sherman_minton': 0}",13124,1955,48,0.559
24,[],1955_20,"{'jay_o_kramer': {'side': 1, 'role': 'inferred'}, 'samuel_a_mccain': {'side': 3, 'role': 'inferred'}, 'charles_k_rice': {'side': 3, 'role': 'inferred'}}",0,"{'j__hugo_l_black': 0, 'j__william_o_douglas': 0, 'j__earl_warren': 0, 'j__tom_c_clark': 0, 'j__felix_frankfurter': 0, 'j__harold_burton': 0, 'j__stanley_reed': 0, 'j__sherman_minton': 0}",13049,1955,20,0.559
25,[],1955_72,"{'morris_shilensky': {'side': 3, 'role': 'inferred'}, 'osmond_k_fraenkel': {'side': 1, 'role': 'inferred'}, 'marvin_e_frankel': {'side': 3, 'role': 'inferred'}}",0,"{'j__hugo_l_black': 0, 'j__william_o_douglas': 0, 'j__earl_warren': 0, 'j__felix_frankfurter': 0, 'j__harold_burton': 0, 'j__stanley_reed': 0, 'j__sherman_minton': 0}",13058,1955,72,0.559
26,[],1955_72,"{'morris_shilensky': {'side': 3, 'role': 'inferred'}, 'osmond_k_fraenkel': {'side': 1, 'role': 'inferred'}, 'marvin_e_frankel': {'side': 3, 'role': 'inferred'}}",0,"{'j__hugo_l_black': 0, 'j__william_o_douglas': 0, 'j__earl_warren': 0, 'j__felix_frankfurter': 0, 'j__harold_burton': 0, 'j__stanley_reed': 0, 'j__sherman_minton': 0}",13062,1955,72,0.559
27,[],1955_380,"{'otto_e_koegel': {'side': 3, 'role': 'inferred'}, 'john_r_davison': {'side': 3, 'role': 'inferred'}, 'samuel_m_sprafkin': {'side': 3, 'role': 'inferred'}}",1,"{'j__john_m_harlan2': 1, 'j__hugo_l_black': 1, 'j__william_o_douglas': 1, 'j__earl_warren': 1, 'j__tom_c_clark': 1, 'j__felix_frankfurter': 0, 'j__harold_burton': 1, 'j__stanley_reed': 1, 'j__sherman_minton': 1}",13113,1955,380,0.559
28,[],1955_380,"{'otto_e_koegel': {'side': 3, 'role': 'inferred'}, 'john_r_davison': {'side': 3, 'role': 'inferred'}, 'samuel_m_sprafkin': {'side': 3, 'role': 'inferred'}}",1,"{'j__john_m_harlan2': 1, 'j__hugo_l_black': 1, 'j__william_o_douglas': 1, 'j__earl_warren': 1, 'j__tom_c_clark': 1, 'j__felix_frankfurter': 0, 'j__harold_burton': 1, 'j__stanley_reed': 1, 'j__sherman_minton': 1}",13146,1955,380,0.559
29,[],1955_342,"{'bernard_chazen': {'side': 3, 'role': 'inferred'}, 'james_m_estabrook': {'side': 3, 'role': 'inferred'}, 'arthur_j_phelan': {'side': 3, 'role': 'inferred'}}",1,"{'j__john_m_harlan2': 1, 'j__hugo_l_black': 1, 'j__william_o_douglas': 1, 'j__earl_warren': 1, 'j__tom_c_clark': 1, 'j__felix_frankfurter': 1, 'j__harold_burton': 1, 'j__stanley_reed': 1, 'j__sherman_minton': 1}",12999,1955,342,0.559
30,[],1955_342,"{'bernard_chazen': {'side': 3, 'role': 'inferred'}, 'james_m_estabrook': {'side': 3, 'role': 'inferred'}, 'arthur_j_phelan': {'side': 3, 'role': 'inferred'}}",1,"{'j__john_m_harlan2': 1, 'j__hugo_l_black': 1, 'j__william_o_douglas': 1, 'j__earl_warren': 1, 'j__tom_c_clark': 1, 'j__felix_frankfurter': 1, 'j__harold_burton': 1, 'j__stanley_reed': 1, 'j__sherman_minton': 1}",13090,1955,342,0.559
31,[],1955_529,"{'max_fink': {'side': 3, 'role': 'inferred'}, 'theodore_kiendl': {'side': 3, 'role': 'inferred'}}",0,"{'j__john_m_harlan2': 0, 'j__hugo_l_black': 0, 'j__william_o_douglas': 0, 'j__earl_warren': 0, 'j__tom_c_clark': 0, 'j__felix_frankfurter': 0, 'j__harold_burton': 0, 'j__stanley_reed': 0, 'j__sherman_minton': 0}",13134,1955,529,0.559
32,[],1955_529,"{'max_fink': {'side': 3, 'role': 'inferred'}, 'theodore_kiendl': {'side': 3, 'role': 'inferred'}}",0,"{'j__john_m_harlan2': 0, 'j__hugo_l_black': 0, 'j__william_o_douglas': 0, 'j__earl_warren': 0, 'j__tom_c_clark': 0, 'j__felix_frankfurter': 0, 'j__harold_burton': 0, 'j__stanley_reed': 0, 'j__sherman_minton': 0}",13148,1955,529,0.559
33,[],1955_117,"{'frank_e_holman': {'side': 3, 'role': 'inferred'}, 'elmer_b_collins': {'side': 3, 'role': 'inferred'}, 'robert_l_simpson': {'side': 3, 'role': 'inferred'}, 'bert_l_overcash': {'side': 3, 'role': 'inferred'}, 'robert_w_ginnane': {'side': 1, 'role': 'inferred'}}",1,"{'j__john_m_harlan2': 0, 'j__hugo_l_black': 1, 'j__william_o_douglas': 1, 'j__earl_warren': 1, 'j__tom_c_clark': 1, 'j__felix_frankfurter': 0, 'j__harold_burton': 1, 'j__stanley_reed': 1, 'j__sherman_minton': 1}",13030,1955,117,0.559
34,[],1955_117,"{'frank_e_holman': {'side': 3, 'role': 'inferred'}, 'elmer_b_collins': {'side': 3, 'role': 'inferred'}, 'robert_l_simpson': {'side': 3, 'role': 'inferred'}, 'bert_l_overcash': {'side': 3, 'role': 'inferred'}, 'robert_w_ginnane': {'side': 1, 'role': 'inferred'}}",1,"{'j__john_m_harlan2': 0, 'j__hugo_l_black': 1, 'j__william_o_douglas': 1, 'j__earl_warren': 1, 'j__tom_c_clark': 1, 'j__felix_frankfurter': 0, 'j__harold_burton': 1, 'j__stanley_reed': 1, 'j__sherman_minton': 1}",13081,1955,117,0.559
35,[],1955_117,"{'frank_e_holman': {'side': 3, 'role': 'inferred'}, 'elmer_b_collins': {'side': 3, 'role': 'inferred'}, 'robert_l_simpson': {'side': 3, 'role': 'inferred'}, 'bert_l_overcash': {'side': 3, 'role': 'inferred'}, 'robert_w_ginnane': {'side': 1, 'role': 'inferred'}}",1,"{'j__john_m_harlan2': 0, 'j__hugo_l_black': 1, 'j__william_o_douglas': 1, 'j__earl_warren': 1, 'j__tom_c_clark': 1, 'j__felix_frankfurter': 0, 'j__harold_burton': 1, 'j__stanley_reed': 1, 'j__sherman_minton': 1}",13125,1955,117,0.559
36,[],1955_233,"{'nuel_d_belnap': {'side': 3, 'role': 'inferred'}, 'daniel_m_friedman': {'side': 1, 'role': 'inferred'}, 'samuel_r_howell': {'side': 3, 'role': 'inferred'}, 'john_a_daily': {'side': 3, 'role': 'inferred'}}",1,"{'j__john_m_harlan2': 1, 'j__hugo_l_black': 1, 'j__william_o_douglas': 1, 'j__earl_warren': 1, 'j__tom_c_clark': 1, 'j__felix_frankfurter': 1, 'j__harold_burton': 1, 'j__stanley_reed': 1, 'j__sherman_minton': 1}",13012,1955,233,0.559
37,[],1955_233,"{'nuel_d_belnap': {'side': 3, 'role': 'inferred'}, 'daniel_m_friedman': {'side': 1, 'role': 'inferred'}, 'samuel_r_howell': {'side': 3, 'role': 'inferred'}, 'john_a_daily': {'side': 3, 'role': 'inferred'}}",1,"{'j__john_m_harlan2': 1, 'j__hugo_l_black': 1, 'j__william_o_douglas': 1, 'j__earl_warren': 1, 'j__tom_c_clark': 1, 'j__felix_frankfurter': 1, 'j__harold_burton': 1, 'j__stanley_reed': 1, 'j__sherman_minton': 1}",13083,1955,233,0.559
38,[],1955_129,"{'john_j_yowell': {'side': 1, 'role': 'inferred'}, 'william_c_wines': {'side': 0, 'role': 'inferred'}}",1,"{'j__john_m_harlan2': 1, 'j__hugo_l_black': 1, 'j__william_o_douglas': 1, 'j__earl_warren': 1, 'j__tom_c_clark': 1, 'j__felix_frankfurter': 1, 'j__harold_burton': 1, 'j__stanley_reed': 1, 'j__sherman_minton': 1}",13147,1955,129,0.559
39,[],1955_489,"{'neal_p_rutledge': {'side': 1, 'role': 'acting under appointment by the Court, for the petitioner'}, 'reeves_bowen': {'side': 0, 'role': 'Assistant Attorney General of Florida, for the respondent'}}",0,"{'j__john_m_harlan2': 0, 'j__hugo_l_black': 1, 'j__william_o_douglas': 1, 'j__earl_warren': 1, 'j__tom_c_clark': 1, 'j__felix_frankfurter': 0, 'j__harold_burton': 0, 'j__stanley_reed': 0, 'j__sherman_minton': 0}",13070,1955,489,0.559
40,[],1955_489,"{'neal_p_rutledge': {'side': 1, 'role': 'acting under appointment by the Court, for the petitioner'}, 'reeves_bowen': {'side': 0, 'role': 'Assistant Attorney General of Florida, for the respondent'}}",0,"{'j__john_m_harlan2': 0, 'j__hugo_l_black': 1, 'j__william_o_douglas': 1, 'j__earl_warren': 1, 'j__tom_c_clark': 1, 'j__felix_frankfurter': 0, 'j__harold_burton': 0, 'j__stanley_reed': 0, 'j__sherman_minton': 0}",13093,1955,489,0.559
41,[],1955_162,"{'robert_w_ginnane': {'side': 1, 'role': 'inferred'}, 'david_g_macdonald': {'side': 3, 'role': 'inferred'}, 'carl_l_phinney': {'side': 3, 'role': 'inferred'}, 'charles_h_weston': {'side': 3, 'role': 'inferred'}}",0,"{'j__john_m_harlan2': 1, 'j__hugo_l_black': 0, 'j__william_o_douglas': 0, 'j__earl_warren': 0, 'j__tom_c_clark': 0, 'j__felix_frankfurter': 1, 'j__harold_burton': 1, 'j__stanley_reed': 0, 'j__sherman_minton': 1}",13076,1955,162,0.559
42,[],1955_51,"{'f_t_searls': {'side': 3, 'role': 'inferred'}, 'william_c_chanler': {'side': 3, 'role': 'inferred'}, 'howard_e_wahrenbrock': {'side': 3, 'role': 'inferred'}}",0,"{'j__john_m_harlan2': 0, 'j__hugo_l_black': 0, 'j__william_o_douglas': 0, 'j__earl_warren': 0, 'j__tom_c_clark': 0, 'j__felix_frankfurter': 0, 'j__harold_burton': 0, 'j__stanley_reed': 0, 'j__sherman_minton': 0}",12998,1955,51,0.559
43,[],1955_51,"{'f_t_searls': {'side': 3, 'role': 'inferred'}, 'william_c_chanler': {'side': 3, 'role': 'inferred'}, 'howard_e_wahrenbrock': {'side': 3, 'role': 'inferred'}}",0,"{'j__john_m_harlan2': 0, 'j__hugo_l_black': 0, 'j__william_o_douglas': 0, 'j__earl_warren': 0, 'j__tom_c_clark': 0, 'j__felix_frankfurter': 0, 'j__harold_burton': 0, 'j__stanley_reed': 0, 'j__sherman_minton': 0}",13085,1955,51,0.559
44,[],1955_383,"{'edward_donald_moseley': {'side': 1, 'role': 'inferred'}, 's_billingsley_hill': {'side': 3, 'role': 'inferred'}, 'ross_r_barnett': {'side': 3, 'role': 'inferred'}}",0,"{'j__earl_warren': 0, 'j__hugo_l_black': 0, 'j__stanley_reed': 0, 'j__felix_frankfurter': 0, 'j__william_o_douglas': 1, 'j__harold_burton': 0, 'j__tom_c_clark': 0, 'j__sherman_minton': 0, 'j__john_m_harlan2': 1}",13075,1955,383,0.559
45,[],1955_170,"{'aaron_rosen': {'side': 1, 'role': 'inferred'}, 'max_goldweber': {'side': 3, 'role': 'inferred'}, 'leon_singer': {'side': 3, 'role': 'inferred'}, 'williams_h_timbers': {'side': 3, 'role': 'inferred'}, 'a_alan_reich': {'side': 3, 'role': 'inferred'}}",0,"{'j__hugo_l_black': 0, 'j__william_o_douglas': 0, 'j__earl_warren': 0, 'j__tom_c_clark': 0, 'j__felix_frankfurter': 1, 'j__harold_burton': 1, 'j__stanley_reed': 0, 'j__sherman_minton': 0}",13102,1955,170,0.559
46,[],1955_42,"{'g_c_spillers_jr': {'side': 3, 'role': 'inferred'}, 'emory_a_cantey': {'side': 3, 'role': 'inferred'}}",1,"{'j__john_m_harlan2': 1, 'j__hugo_l_black': 1, 'j__william_o_douglas': 1, 'j__earl_warren': 1, 'j__tom_c_clark': 1, 'j__felix_frankfurter': 1, 'j__harold_burton': 1, 'j__stanley_reed': 1, 'j__sherman_minton': 1}",13053,1955,42,0.559
47,[],1955_42,"{'g_c_spillers_jr': {'side': 3, 'role': 'inferred'}, 'emory_a_cantey': {'side': 3, 'role': 'inferred'}}",1,"{'j__john_m_harlan2': 1, 'j__hugo_l_black': 1, 'j__william_o_douglas': 1, 'j__earl_warren': 1, 'j__tom_c_clark': 1, 'j__felix_frankfurter': 1, 'j__harold_burton': 1, 'j__stanley_reed': 1, 'j__sherman_minton': 1}",13080,1955,42,0.559
48,[],1955_111,"{'al_wirin': {'side': 3, 'role': 'inferred'}, 'oscar_h_davis': {'side': 3, 'role': 'inferred'}, 'a_l_wirin': {'side': 3, 'role': 'inferred'}}",1,"{'j__john_m_harlan2': 1, 'j__hugo_l_black': 1, 'j__william_o_douglas': 1, 'j__earl_warren': 1, 'j__tom_c_clark': 1, 'j__felix_frankfurter': 1, 'j__harold_burton': 1, 'j__stanley_reed': 1, 'j__sherman_minton': 1}",13004,1955,111,0.559
49,[],1955_111,"{'al_wirin': {'side': 3, 'role': 'inferred'}, 'oscar_h_davis': {'side': 3, 'role': 'inferred'}, 'a_l_wirin': {'side': 3, 'role': 'inferred'}}",1,"{'j__john_m_harlan2': 1, 'j__hugo_l_black': 1, 'j__william_o_douglas': 1, 'j__earl_warren': 1, 'j__tom_c_clark': 1, 'j__felix_frankfurter': 1, 'j__harold_burton': 1, 'j__stanley_reed': 1, 'j__sherman_minton': 1}",13145,1955,111,0.559
50,[],1955_460,"{'william_j_burrell': {'side': 3, 'role': 'inferred'}, 'simon_e_sobeloff': {'side': 3, 'role': 'inferred'}}",0,"{'j__earl_warren': 0, 'j__hugo_l_black': 0, 'j__stanley_reed': 0, 'j__felix_frankfurter': 0, 'j__william_o_douglas': 0, 'j__harold_burton': 0, 'j__tom_c_clark': 0, 'j__sherman_minton': 0}",13045,1955,460,0.559
51,[],1955_460,"{'william_j_burrell': {'side': 3, 'role': 'inferred'}, 'simon_e_sobeloff': {'side': 3, 'role': 'inferred'}}",0,"{'j__earl_warren': 0, 'j__hugo_l_black': 0, 'j__stanley_reed': 0, 'j__felix_frankfurter': 0, 'j__william_o_douglas': 0, 'j__harold_burton': 0, 'j__tom_c_clark': 0, 'j__sherman_minton': 0}",13129,1955,460,0.559
52,[],1955_95,"{'charles_a_horsky': {'side': 3, 'role': 'inferred'}, 'william_c_wines': {'side': 3, 'role': 'inferred'}}",1,"{'j__john_m_harlan2': 0, 'j__hugo_l_black': 1, 'j__william_o_douglas': 1, 'j__earl_warren': 1, 'j__tom_c_clark': 1, 'j__felix_frankfurter': 1, 'j__harold_burton': 0, 'j__stanley_reed': 0, 'j__sherman_minton': 0}",13010,1955,95,0.559
53,[],1955_95,"{'charles_a_horsky': {'side': 3, 'role': 'inferred'}, 'william_c_wines': {'side': 3, 'role': 'inferred'}}",1,"{'j__john_m_harlan2': 0, 'j__hugo_l_black': 1, 'j__william_o_douglas': 1, 'j__earl_warren': 1, 'j__tom_c_clark': 1, 'j__felix_frankfurter': 1, 'j__harold_burton': 0, 'j__stanley_reed': 0, 'j__sherman_minton': 0}",13022,1955,95,0.559
54,[],1955_231,"{'norman_m_littell': {'side': 3, 'role': 'inferred'}, 'roger_p_marquis': {'side': 3, 'role': 'inferred'}}",1,"{'j__earl_warren': 1, 'j__hugo_l_black': 1, 'j__stanley_reed': 1, 'j__felix_frankfurter': 1, 'j__william_o_douglas': 1, 'j__harold_burton': 1, 'j__tom_c_clark': 1, 'j__sherman_minton': 1, 'j__john_m_harlan2': 1}",13071,1955,231,0.559
55,[],1955_231,"{'norman_m_littell': {'side': 3, 'role': 'inferred'}, 'roger_p_marquis': {'side': 3, 'role': 'inferred'}}",1,"{'j__earl_warren': 1, 'j__hugo_l_black': 1, 'j__stanley_reed': 1, 'j__felix_frankfurter': 1, 'j__william_o_douglas': 1, 'j__harold_burton': 1, 'j__tom_c_clark': 1, 'j__sherman_minton': 1, 'j__john_m_harlan2': 1}",13139,1955,231,0.559
56,[],1955_8,"{'richard_b_montgomery': {'side': 1, 'role': 'inferred'}, 'lester_s_jayson': {'side': 0, 'role': 'inferred'}}",1,"{'j__earl_warren': 1, 'j__hugo_l_black': 1, 'j__stanley_reed': 0, 'j__felix_frankfurter': 1, 'j__william_o_douglas': 1, 'j__harold_burton': 0, 'j__tom_c_clark': 0, 'j__sherman_minton': 0, 'j__john_m_harlan2': 1}",13077,1955,8,0.559
57,[],1955_82,"{'moore': {'side': 3, 'role': 'inferred'}, ""john_lord_o'brian"": {'side': 3, 'role': 'inferred'}, 'james_o_moore_jr': {'side': 3, 'role': 'inferred'}}",0,"{'j__hugo_l_black': 0, 'j__william_o_douglas': 1, 'j__earl_warren': 0, 'j__tom_c_clark': 0, 'j__felix_frankfurter': 1, 'j__harold_burton': 0, 'j__stanley_reed': 0, 'j__sherman_minton': 0}",12995,1955,82,0.559
